Model,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight,Price
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,75,146197,Petrol,86,0,0,1300,3,1015,5600
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,77,145996,Petrol,110,0,0,1600,4,1035,5950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,80,143560,Petrol,86,1,1,1300,3,1045,6950
TOYOTA Corolla 2.0 DSL ,71,139145,Diesel,73,0,0,2000,2,1115,7950
TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,79,138500,Petrol,86,0,0,1300,5,1050,8950
TOYOTA Corolla 2.0 D Linea Terra Liftback 4/5-Doors,74,137741,Diesel,90,1,0,2000,5,1135,7950
TOYOTA Corolla 2.0 D Linea Terra Liftback 4/5-Doors,80,137178,Diesel,90,1,0,2000,5,1135,9500
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,76,134889,Diesel,72,1,0,2000,3,1115,8600
TOYOTA Corolla 2.0 ST WGN LINEA TERRA DSL Stationwagen,71,134660,Diesel,72,0,0,2000,5,1135,5950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,73,134539,Petrol,110,0,0,1600,5,1070,7750
TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,79,131500,Diesel,72,0,0,2000,5,1140,7950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,77,131307,Petrol,110,1,0,1600,3,1050,6950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,74,130025,Petrol,110,1,0,1600,3,1050,7250
TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,78,130000,Petrol,86,0,0,1300,5,1015,6500
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,77,128960,Petrol,110,1,0,1600,5,1070,7250
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,80,128351,Petrol,110,1,0,1600,5,1070,9250
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,73,128006,Petrol,110,1,0,1600,3,1050,8250
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,71,127159,Diesel,72,1,0,2000,3,1115,7250
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,72,126478,Petrol,110,1,0,1600,4,1035,5250
TOYOTA Corolla 1.6 HB Terra 4/5-Doors,77,126000,Petrol,110,1,0,1600,5,1050,7900
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,76,125778,Petrol,110,0,0,1600,3,1050,6900
TOYOTA Corolla 1.6i-16 SPORTS TC 2/3-Doors,75,125400,Petrol,110,0,0,1600,3,1050,7900
TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,74,124910,Diesel,72,0,0,2000,5,1135,7250
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,70,124743,Petrol,110,1,0,1600,3,1050,8450
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,76,124591,Petrol,110,1,0,1600,5,1075,7950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,74,124057,Petrol,110,1,0,1600,3,1050,7950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,72,123403,Petrol,110,1,0,1600,3,1050,6450
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,75,123104,Petrol,110,1,0,1600,5,1070,6650
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,74,123077,Petrol,86,1,0,1300,3,1015,7950
TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,80,122820,Petrol,86,0,0,1300,5,1040,7250
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,77,122290,Petrol,110,0,0,1600,3,1050,7450
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,74,121900,Petrol,110,1,0,1600,4,1035,7950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,77,121545,Petrol,110,1,0,1600,5,1070,7250
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,71,120474,Diesel,72,1,0,2000,3,1115,8250
TOYOTA Corolla 2.0 LB LINEA TERRA DSL 4/5-Doors,76,120263,Diesel,72,1,0,2000,5,1135,8950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,74,120196,Petrol,110,1,0,1600,3,1050,7750
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,71,120000,Petrol,110,0,0,1600,5,1085,8500
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,78,120000,Petrol,110,0,0,1600,5,1075,7750
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,73,115877,Petrol,110,0,0,1600,4,1035,5750
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,76,115345,Petrol,110,1,0,1600,5,1070,6900
TOYOTA Corolla 1.6 HATCHBACK 2/3-Doors,71,115157,Petrol,110,1,0,1600,3,1050,6500
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,78,115000,Petrol,107,1,1,1600,5,1100,6500
TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,77,114258,Petrol,86,1,0,1300,5,1050,7600
TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,73,112963,Diesel,72,1,0,2000,5,1135,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,74,112307,Petrol,110,1,0,1600,5,1070,7450
TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,72,112000,Petrol,86,1,0,1300,3,1015,7350
TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,73,111602,Petrol,86,1,0,1300,3,1015,7750
TOYOTA Corolla 1.6 Linea Terra / Keuze uit 700 occasions 2/3-Doors,80,111392,CNG,110,0,0,1598,3,1083,7460
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,76,110901,Petrol,110,1,0,1600,5,1085,9250
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,80,110887,Petrol,110,1,0,1600,3,1055,7250
TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,72,110634,Petrol,86,1,0,1300,3,1015,6500
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,80,110000,Petrol,110,1,0,1600,4,1035,6800
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,75,109540,Petrol,110,0,0,1600,5,1085,8700
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,78,109263,Petrol,110,0,0,1600,5,1070,7500
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,71,107516,Petrol,110,1,0,1600,3,1050,7750
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,73,107108,Petrol,110,1,0,1600,3,1050,7950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,75,107000,Petrol,110,1,0,1600,3,1050,9950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,74,106250,Petrol,110,0,0,1600,5,1070,6640
TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,71,106150,Petrol,86,0,0,1300,3,1015,8750
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,72,106108,Petrol,110,1,0,1600,3,1050,7750
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,72,105856,Petrol,86,0,0,1300,3,1015,5950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,77,105152,Petrol,86,0,0,1300,3,1015,6750
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,80,105135,Petrol,110,1,0,1600,3,1050,6500
TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,76,104344,Petrol,110,1,0,1600,3,1050,8750
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,74,104150,Petrol,110,1,0,1600,3,1050,7950
TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,74,104000,Petrol,86,1,0,1300,3,1010,6750
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,73,103121,Petrol,86,1,0,1300,5,1035,7950
TOYOTA Corolla 1.3 Linea Terra 3 drs 2/3-Doors,80,102300,Petrol,86,1,0,1300,3,1015,7950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,75,102005,Petrol,107,1,1,1600,5,1105,8950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,77,102000,Petrol,86,1,0,1300,3,1015,7750
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,75,101855,Petrol,110,1,0,1600,5,1070,6450
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,74,101773,Petrol,110,0,0,1600,3,1050,6900
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,75,101159,Petrol,110,1,0,1600,5,1085,8450
TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,74,101000,Petrol,86,0,0,1300,3,1015,6750
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,74,100732,Petrol,86,1,1,1300,4,1030,8050
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,79,100719,Petrol,110,0,0,1600,5,1070,9500
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,78,100487,Petrol,110,0,0,1600,4,1035,7750
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,80,100458,Petrol,110,0,0,1600,5,1085,8500
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,75,100192,Petrol,110,1,0,1600,3,1050,7795
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,80,100123,Petrol,110,1,0,1600,3,1050,6490
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,73,99971,Petrol,110,1,0,1600,3,1050,7950
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,79,99397,Petrol,86,0,0,1300,5,1035,6425
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,69,99374,Petrol,86,1,0,1300,5,1035,8950
TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,72,99245,Petrol,110,1,0,1600,5,1114,6950
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,79,98742,Petrol,110,0,0,1600,5,1085,8750
TOYOTA Corolla 1.6 16V S-uitvoering 2/3-Doors,71,98154,Petrol,110,1,0,1600,3,1050,8450
TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,77,98000,Petrol,110,1,0,1600,5,1065,7950
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,80,97548,Petrol,86,0,0,1300,5,1035,7950
TOYOTA Corolla 1.6 LINEA TERRA 4/5-Doors,78,97534,Petrol,110,1,0,1600,5,1070,8900
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,73,97494,Petrol,110,1,0,1600,5,1085,8950
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,73,97085,Petrol,110,1,0,1600,5,1085,8900
TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,69,97000,Petrol,110,0,0,1600,4,1035,7950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,74,96302,Petrol,86,1,0,1300,3,1015,6495
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,78,96000,Petrol,86,1,0,1300,3,1015,7250
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,74,96000,Petrol,110,1,0,1600,5,1085,9250
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,78,95909,Petrol,110,1,0,1600,5,1070,6650
TOYOTA Corolla 1.6 Terra Stationwagen,79,95700,Petrol,110,0,0,1600,5,1085,6990
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,78,95651,Petrol,110,1,0,1600,5,1070,7750
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,79,95000,Petrol,86,1,0,1300,5,1035,6950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,80,94447,Petrol,110,0,0,1600,3,1050,7250
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,80,94079,Petrol,110,1,0,1600,5,1085,9950
TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,80,93841,Petrol,110,0,0,1600,5,1070,9250
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,79,93090,Petrol,86,1,0,1300,5,1035,7200
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,72,93066,Petrol,110,1,0,1600,5,1075,8250
TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,79,93039,Petrol,110,1,0,1600,3,1050,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,77,93000,Petrol,110,1,0,1600,5,1075,8250
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,80,92830,Petrol,86,1,0,1300,3,1015,6250
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,80,92255,Petrol,107,0,1,1600,5,1105,9900
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,80,92096,Petrol,86,1,0,1300,5,1035,7300
TOYOTA Corolla 1.3 Linea Luna Hatchback 2/3-Doors,72,91921,Petrol,86,1,0,1300,3,1020,8950
TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,70,91900,Petrol,86,1,0,1300,3,1015,6500
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,78,91399,Petrol,110,1,0,1600,5,1070,7950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,75,91082,Petrol,110,1,0,1600,3,1050,7450
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,71,90370,Petrol,86,1,0,1300,5,1035,7950
TOYOTA Corolla 1.3i-16v Linea Terra 5d 4/5-Doors,78,90345,Petrol,86,1,0,1300,5,1035,8500
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,77,90305,Petrol,86,1,0,1300,3,1015,6950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,78,90011,Petrol,86,0,1,1300,3,1045,7950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,77,90000,Petrol,86,1,0,1300,3,1015,6750
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,70,89983,Petrol,110,0,0,1600,3,1055,8450
TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,78,89953,Petrol,110,0,0,1600,5,1114,7500
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,74,89800,Diesel,72,1,0,2000,3,1115,8750
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,79,89739,Petrol,86,1,0,1300,5,1035,8750
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,76,89520,Petrol,110,1,0,1600,3,1050,8950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,75,89507,Petrol,86,0,0,1300,3,1015,7450
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,69,89096,Petrol,110,1,0,1600,5,1085,9200
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,74,88700,Petrol,110,1,0,1600,3,1050,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,72,88500,Petrol,110,1,0,1600,5,1075,7850
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,73,88186,Diesel,72,1,0,2000,3,1115,6950
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,75,88000,Petrol,110,1,0,1600,3,1050,7200
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,78,87743,Petrol,110,0,0,1600,3,1055,7450
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,75,87613,Petrol,86,0,0,1300,3,1015,6750
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,73,87358,Petrol,110,1,0,1600,3,1050,7500
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,72,87083,Petrol,110,0,0,1600,4,1035,7450
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,70,87000,Petrol,110,1,0,1600,4,1035,7950
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,78,87000,Petrol,110,1,0,1600,4,1035,7250
TOYOTA Corolla 1.3 3D Linea Terra 2/3-Doors,73,87000,Petrol,86,1,0,1300,3,1015,7950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,80,87000,Petrol,86,1,0,1300,3,1015,8250
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,72,86860,Petrol,110,0,0,1600,5,1075,8250
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,80,86109,Petrol,110,1,0,1600,3,1055,6750
TOYOTA Corolla 1.3 16V LB Linea Luna 4/5-Doors,79,86000,Petrol,86,1,0,1300,5,1040,8750
TOYOTA Corolla 1.6 HB LINEA LUNA 2/3-Doors,80,86000,Petrol,110,0,0,1600,3,1050,8950
TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,70,85864,Diesel,72,1,0,2000,5,1135,8500
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,80,85565,Petrol,110,0,0,1600,5,1070,8250
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,70,85470,Petrol,107,0,1,1600,3,1080,9450
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,73,85200,Petrol,110,1,0,1600,3,1050,7950
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,70,85000,Petrol,110,1,0,1600,3,1055,7900
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,73,84988,Petrol,110,1,0,1600,3,1050,8500
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,79,84966,Petrol,110,0,0,1600,5,1070,8250
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,76,84472,Petrol,110,1,0,1600,5,1070,8250
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,73,84402,Petrol,110,1,0,1600,4,1035,8950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,74,84123,Petrol,110,0,0,1600,3,1050,7950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,80,84000,Petrol,110,0,0,1600,5,1075,6950
TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,78,84000,Petrol,110,1,0,1600,5,1065,7250
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,77,84000,Petrol,110,1,0,1600,5,1085,7750
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,75,83850,Petrol,110,1,0,1600,3,1055,8700
TOYOTA Corolla LIFTBACK 1.6 Linea Terra Liftback 4/5-Doors,80,83540,Petrol,110,1,0,1600,5,1070,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,76,83405,Petrol,110,1,0,1600,5,1070,6750
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,71,83291,Petrol,110,1,0,1600,5,1070,7500
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,69,83133,Petrol,86,0,0,1300,3,1015,7950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,71,83047,Petrol,86,1,1,1300,3,1045,8950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,71,82700,Petrol,110,0,0,1600,3,1050,7950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,78,82675,Petrol,86,0,0,1300,3,1015,7450
TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,78,82595,Petrol,86,1,0,1300,3,1015,5950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,75,82256,Petrol,110,1,0,1600,3,1050,7750
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,77,82103,Petrol,86,1,0,1300,3,1015,6950
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,80,82021,Petrol,86,1,0,1300,5,1035,8750
TOYOTA Corolla 1.6 Linea Luna 4/5-Doors,71,82000,Petrol,110,1,0,1600,5,1075,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,79,81988,Petrol,110,1,0,1600,5,1070,7495
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,76,81930,Petrol,110,0,0,1600,5,1070,7750
TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,70,81663,Petrol,110,0,0,1600,3,1050,6950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,77,80486,Petrol,110,1,0,1600,5,1070,7990
TOYOTA Corolla 1.6 16v Linea Terra 4/5-Doors,78,80000,Petrol,110,1,0,1600,4,1065,7250
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,69,79000,Petrol,86,0,0,1300,3,1015,6900
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,74,78894,Petrol,110,0,0,1600,5,1070,7750
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,78,78689,Petrol,110,0,0,1600,4,1035,7250
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,77,78435,Petrol,86,0,0,1300,3,1015,8950
TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,71,78260,Petrol,110,0,0,1600,3,1050,8500
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,72,78120,Petrol,110,1,0,1600,5,1075,7950
TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,77,77000,Petrol,86,0,0,1300,3,1015,6950
TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,78,77000,Petrol,110,0,0,1600,3,1050,8000
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,75,76382,Petrol,110,1,0,1600,3,1055,7950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,76,76268,Petrol,86,1,0,1300,3,1015,8500
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,73,76151,Petrol,86,1,0,1300,3,1015,7490
TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,80,76000,Petrol,110,0,0,1600,3,1050,8250
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,71,76000,Petrol,110,1,0,1600,5,1070,9250
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,72,75840,Petrol,86,0,0,1300,5,1035,7950
TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,77,75799,Petrol,110,1,0,1600,3,1050,9500
TOYOTA Corolla 1.6 Linea Terra Comfort H 2/3-Doors,72,75525,Petrol,110,1,0,1600,3,1114,8950
TOYOTA Corolla 1.3 Linea Terra wagon Stationwagen,78,75323,Petrol,86,1,0,1300,5,1050,8450
TOYOTA Corolla 1.6 station 1 Stationwagen,79,75322,Petrol,110,1,0,1600,4,1115,7995
TOYOTA Corolla 1.6 Linea Terra Sd 4/5-Doors,78,75226,Petrol,110,0,0,1600,4,1035,8750
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,71,75085,Petrol,86,0,0,1300,5,1035,5950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,73,75000,Petrol,110,0,0,1600,5,1075,8500
TOYOTA Corolla 1.3 16V Linea Terra 4/5-Doors,69,75000,Petrol,86,1,0,1300,4,1000,8950
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,69,75000,Petrol,86,1,0,1300,4,1000,8750
TOYOTA Corolla LIFTBACK 1.6 Linea Luna Liftback 4/5-Doors,78,74926,Petrol,110,1,0,1600,5,1075,7600
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,80,74785,Petrol,110,1,0,1600,5,1070,7145
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,69,74573,Petrol,110,1,0,1600,5,1085,8450
TOYOTA Corolla 1.3i LINEA TERRA 2/3-Doors,75,74567,Petrol,86,1,0,1300,3,1015,5950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,80,74196,Petrol,110,0,0,1600,5,1075,9000
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,80,74151,Petrol,110,1,0,1600,3,1050,7250
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,75,74096,Petrol,110,1,0,1600,3,1050,7400
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,79,74093,Petrol,110,1,0,1600,5,1075,8800
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,71,74000,Petrol,110,0,0,1600,3,1050,7750
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,75,74000,Petrol,86,1,0,1300,3,1015,7500
TOYOTA Corolla 1.3 SDN LINEA TERRA AUT 4/5-Doors,78,73638,Petrol,86,1,1,1300,4,1015,8450
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,75,73460,Petrol,110,1,0,1600,5,1070,7400
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,80,73200,Petrol,110,1,0,1600,5,1070,7500
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,76,73116,Petrol,110,1,0,1600,5,1075,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,70,73014,Petrol,110,1,0,1600,5,1075,8950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,77,72703,Petrol,110,1,0,1600,3,1050,7950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,79,72328,Petrol,110,1,0,1600,5,1075,7950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,78,72222,Petrol,110,1,0,1600,5,1070,7950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,71,72128,Petrol,107,1,1,1600,5,1100,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,78,72090,Petrol,110,1,0,1600,5,1070,7750
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,78,72000,Petrol,110,1,0,1600,4,1035,8250
